Fall,Term Code,College,Department,Degree,Major Code,Major Name,Concentration Code,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code,Legacy Advising Code,Legacy Department Code,Legacy Major Name
1985,,Engineering,,,106,Civil Engineering,,,302,248,54,,280,10,5,6,,,,1,,,,,,285,17,,2220,2220,CIVIL ENGR
1985,,Engineering,,,106,Civil Engineering,,,17,11,6,,15,1,1,,,,,,,,,,,16,1,,2220,2220,CIVIL ENGR
1985,,Engineering,,,106,Civil Engineering,,,6,4,2,,6,,,,,,,,,,,,,6,,,2220,2220,CIVIL ENGR
1985,,Engineering,,,106,Civil Engineering,,,204,189,15,4,105,8,2,4,,,,81,,,,,,81,123,,2220,2220,CIVIL ENGR
1986,,Engineering,,,106,Civil Engineering,,,317,261,56,3,290,7,8,6,,,,3,,,,,,297,20,,2220,2220,CIVIL ENGR
1986,,Engineering,,,106,Civil Engineering,,,15,10,5,,11,2,2,,,,,,,,,,,14,1,,2220,2220,CIVIL ENGR
1986,,Engineering,,,106,Civil Engineering,,,8,6,2,,8,,,,,,,,,,,,,8,,,2220,2220,CIVIL ENGR
1986,,Engineering,,,106,Civil Engineering,,,213,193,20,6,97,11,3,7,,,,89,,,,,,78,135,,2220,2220,CIVIL ENGR
1987,,Engineering,,,106,Civil Engineering,,,340,275,65,1,308,10,10,6,,,,5,,,,,,320,20,,2220,2220,CIVIL ENGR
1987,,Engineering,,,106,Civil Engineering,,,11,6,5,,9,2,,,,,,,,,,,,10,1,,2220,2220,CIVIL ENGR
1987,,Engineering,,,106,Civil Engineering,,,11,6,5,,11,,,,,,,,,,,,,10,1,,2220,2220,CIVIL ENGR
1987,,Engineering,,,106,Civil Engineering,,,205,187,18,5,102,8,1,7,,,,82,,,,,,72,133,,2220,2220,CIVIL ENGR
1988,,Engineering,,,106,Civil Engineering,,,411,340,71,3,368,16,10,8,,,,6,,,,,,382,29,,2220,2220,CIVIL ENGR
1988,,Engineering,,,106,Civil Engineering,,,11,8,3,,11,,,,,,,,,,,,,11,,,2220,2220,CIVIL ENGR
1988,,Engineering,,,106,Civil Engineering,,,19,10,9,,18,,1,,,,,,,,,,,18,1,,2220,2220,CIVIL ENGR
1988,,Engineering,,,106,Civil Engineering,,,200,186,14,3,106,13,,2,,,,76,,,,,,67,133,,2220,2220,CIVIL ENGR
1989,,Engineering,,,106,Civil Engineering,,,448,378,70,2,403,20,7,10,,,,6,,,,,,419,29,,2220,2220,CIVIL ENGR
1989,,Engineering,,,106,Civil Engineering,,,5,5,,,4,,1,,,,,,,,,,,4,1,,2220,2220,CIVIL ENGR
1989,,Engineering,,,106,Civil Engineering,,,24,16,8,,20,1,2,,1,,,,,,,,,24,,,2220,2220,CIVIL ENGR
1989,,Engineering,,,106,Civil Engineering,,,205,187,18,4,98,15,,3,,,,85,,,,,,61,144,,2220,2220,CIVIL ENGR
1990,,Engineering,,,106,Civil Engineering,,,480,407,73,4,430,27,9,10,,,,,,,,,,454,26,,2220,2220,CIVIL ENGR
1990,,Engineering,,,106,Civil Engineering,,,2,2,,,2,,,,,,,,,,,,,2,,,2220,2220,CIVIL ENGR
1990,,Engineering,,,106,Civil Engineering,,,24,18,6,,21,1,1,,1,,,,,,,,,24,,,2220,2220,CIVIL ENGR
1990,,Engineering,,,106,Civil Engineering,,,243,220,23,3,114,13,3,4,,,,106,,,,,,75,168,,2220,2220,CIVIL ENGR
1991,,Engineering,,,106,Civil Engineering,,,576,475,101,1,503,40,15,16,,,,1,,,,,,545,31,,2220,2220,CIVIL ENGR
1991,,Engineering,,,106,Civil Engineering,,,2,2,,,1,1,,,,,,,,,,,,1,1,,2220,2220,CIVIL ENGR
1991,,Engineering,,,106,Civil Engineering,,,27,18,9,,24,1,2,,,,,,,,,,,27,,,2220,2220,CIVIL ENGR
1991,,Engineering,,,106,Civil Engineering,,,214,189,25,3,100,14,2,5,,,,90,,,,,,73,141,,2220,2220,CIVIL ENGR
1992,,Engineering,,,106,Civil Engineering,,,649,533,116,4,547,56,17,22,1,,,2,,,,,,614,35,,2220,2220,CIVIL ENGR
1992,,Engineering,,,106,Civil Engineering,,,5,3,2,,4,1,,,,,,,,,,,,4,1,,2220,2220,CIVIL ENGR
1992,,Engineering,,,106,Civil Engineering,,,36,27,9,,32,1,2,1,,,,,,,,,,36,,,2220,2220,CIVIL ENGR
1992,,Engineering,,,106,Civil Engineering,,,244,219,25,5,124,14,2,6,,,,93,,,,,,95,149,,2220,2220,CIVIL ENGR
1993,,Engineering,,,106,Civil Engineering,,,800,652,148,8,652,82,20,34,1,,,3,,,,,,746,54,,2220,2220,CIVIL ENGR
1993,,Engineering,,,106,Civil Engineering,,,2,2,,,2,,,,,,,,,,,,,2,,,2220,2220,CIVIL ENGR
1993,,Engineering,,,106,Civil Engineering,,,55,45,10,,45,6,2,2,,,,,,,,,,55,,,2220,2220,CIVIL ENGR
1993,,Engineering,,,106,Civil Engineering,,,264,230,34,4,122,13,4,9,,,,112,,,,,,96,168,,2220,2220,CIVIL ENGR
1994,,Engineering,,,106,Civil Engineering,,,784,624,160,6,648,77,18,27,2,,,6,,,,,,727,57,,2220,2220,CIVIL ENGR
1994,,Engineering,,,106,Civil Engineering,,,7,5,2,1,6,,,,,,,,,,,,,6,1,,2220,2220,CIVIL ENGR
1994,,Engineering,,,106,Civil Engineering,,,57,54,3,,44,9,2,2,,,,,,,,,,54,3,,2220,2220,CIVIL ENGR
1994,,Engineering,,,106,Civil Engineering,,,292,256,36,2,131,14,2,10,,,,133,,,,,,98,194,,2220,2220,CIVIL ENGR
1995,,Engineering,,,106,Civil Engineering,,,707,542,165,4,576,70,22,30,1,,,4,,,,,,649,58,,2220,2220,CIVIL ENGR
1995,,Engineering,,,106,Civil Engineering,,,5,4,1,1,4,,,,,,,,,,,,,5,,,2220,2220,CIVIL ENGR
1995,,Engineering,,,106,Civil Engineering,,,50,48,2,,41,6,1,2,,,,,,,,,,47,3,,2220,2220,CIVIL ENGR
1995,,Engineering,,,106,Civil Engineering,,,306,267,39,2,138,18,3,11,1,,,133,,,,,,98,208,,2220,2220,CIVIL ENGR
1996,,Engineering,,,106,Civil Engineering,,,652,495,157,5,525,64,20,29,,,,9,,,,,,592,60,,2220,2220,CIVIL ENGR
1996,,Engineering,,,106,Civil Engineering,,,3,2,1,,3,,,,,,,,,,,,,3,,,2220,2220,CIVIL ENGR
1996,,Engineering,,,106,Civil Engineering,,,30,27,3,,27,2,,1,,,,,,,,,,28,2,,2220,2220,CIVIL ENGR
1996,,Engineering,,,106,Civil Engineering,,,288,248,40,,126,14,5,12,1,,,130,,,,,,92,196,,2220,2220,CIVIL ENGR
1997,,Engineering,,,106,Civil Engineering,,,613,453,160,7,488,56,17,30,,,,15,,,,,,550,63,,2220,2220,CIVIL ENGR
1997,,Engineering,,,106,Civil Engineering,,,8,7,1,,8,,,,,,,,,,,,,8,,,2220,2220,CIVIL ENGR
1997,,Engineering,,,106,Civil Engineering,,,22,18,4,,19,1,,2,,,,,,,,,,20,2,,2220,2220,CIVIL ENGR
1997,,Engineering,,,106,Civil Engineering,,,275,232,43,1,121,7,4,10,,,,132,,,,,,89,186,,2220,2220,CIVIL ENGR
1998,,Engineering,,,106,Civil Engineering,,,557,421,136,10,444,47,19,21,,,,16,,,,,,495,62,,2220,2220,CIVIL ENGR
1998,,Engineering,,,106,Civil Engineering,,,7,4,3,,7,,,,,,,,,,,,,7,,,2220,2220,CIVIL ENGR
1998,,Engineering,,,106,Civil Engineering,,,18,14,4,,15,2,,1,,,,,,,,,,16,2,,2220,2220,CIVIL ENGR
1998,,Engineering,,,106,Civil Engineering,,,263,219,44,,111,10,2,9,,,,131,,,,,,73,190,,2220,2220,CIVIL ENGR
1999,,Engineering,,,106,Civil Engineering,,,517,392,125,6,429,36,16,19,,,,11,,,,,,470,47,,2220,2220,CIVIL ENGR
1999,,Engineering,,,106,Civil Engineering,,,3,,3,,3,,,,,,,,,,,,,3,,,2220,2220,CIVIL ENGR
1999,,Engineering,,,106,Civil Engineering,,,15,8,7,,13,,1,1,,,,,,,,,,12,3,,2220,2220,CIVIL ENGR
1999,,Engineering,,,106,Civil Engineering,,,256,216,40,1,104,8,4,7,,,,132,,,,,,70,186,,2220,2220,CIVIL ENGR
2000,,Engineering,,,106,Civil Engineering,,,511,406,105,5,424,39,13,20,,,,10,,,,,,455,56,,2220,2220,CIVIL ENGR
2000,,Engineering,,,106,Civil Engineering,,,1,,1,,1,,,,,,,,,,,,,1,,,2220,2220,CIVIL ENGR
2000,,Engineering,,,106,Civil Engineering,,,9,4,5,,9,,,,,,,,,,,,,8,1,,2220,2220,CIVIL ENGR
2000,,Engineering,,,106,Civil Engineering,,,260,213,47,3,106,5,3,11,,,,132,,,,,,63,197,,2220,2220,CIVIL ENGR
2001,,Engineering,,,106,Civil Engineering,,,491,375,116,6,396,41,13,22,,,,13,,,,,,430,61,,2220,2220,CIVIL ENGR
2001,,Engineering,,,106,Civil Engineering,,,2,1,1,,2,,,,,,,,,,,,,2,,,2220,2220,CIVIL ENGR
2001,,Engineering,,,106,Civil Engineering,,,3,1,2,,3,,,,,,,,,,,,,3,,,2220,2220,CIVIL ENGR
2001,,Engineering,,,106,Civil Engineering,,,280,230,50,4,102,5,1,10,1,,,157,,,,,,58,222,,2220,2220,CIVIL ENGR
2002,,Engineering,,,106,Civil Engineering,,,464,356,108,4,373,30,15,25,1,,,16,,,,,,401,63,,2220,2220,CIVIL ENGR
2002,,Engineering,,,106,Civil Engineering,,,2,2,,,2,,,,,,,,,,,,,2,,,2220,2220,CIVIL ENGR
2002,,Engineering,,,106,Civil Engineering,,,4,3,1,,1,1,,1,,,,1,,,,,,2,2,,2220,2220,CIVIL ENGR
2002,,Engineering,,,106,Civil Engineering,,,323,265,58,5,95,6,3,7,,,,207,,,,,,62,261,,2220,2220,CIVIL ENGR
2003,,Engineering,,,106,Civil Engineering,,,466,357,109,6,370,38,13,25,1,,,13,,,,,,408,58,,2220,2220,CIVIL ENGR
2003,,Engineering,,,106,Civil Engineering,,,1,,1,,1,,,,,,,,,,,,,1,,,2220,2220,CIVIL ENGR
2003,,Engineering,,,106,Civil Engineering,,,3,3,,,1,,,1,,,,1,,,,,,2,1,,2220,2220,CIVIL ENGR
2003,,Engineering,,,106,Civil Engineering,,,325,266,59,1,101,9,4,5,,,,205,,,,,,71,254,,2220,2220,CIVIL ENGR
2011,120118,Fine and Applied Arts,526,MFA,252,Art and Design,260,Sculpture,5,1,4,0,3,0,0,0,0,0,1,1,0,0,0,,,1,4,10KS0260MFA,,,
2010,120108,Fine and Applied Arts,526,MFA,252,Art and Design,,,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,,,1,3,10KS0252MFA,,,
2010,120108,Fine and Applied Arts,526,MFA,252,Art and Design,254,Graphic Design,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,,0,2,10KS0254MFA,,,
2010,120108,Fine and Applied Arts,526,MFA,252,Art and Design,255,Industrial Design,11,6,5,0,2,1,0,0,0,0,0,8,0,0,0,,,1,10,10KS0255MFA,,,
2010,120108,Fine and Applied Arts,526,MFA,252,Art and Design,256,Metals,7,3,4,0,3,0,0,1,0,0,1,2,0,0,1,,,1,6,10KS0256MFA,,,
2010,120108,Fine and Applied Arts,526,MFA,252,Art and Design,257,Painting,8,3,5,0,8,0,0,0,0,0,0,0,0,0,0,,,2,6,10KS0257MFA,,,
2010,120108,Fine and Applied Arts,526,MFA,252,Art and Design,258,Photography,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,,,0,3,10KS0258MFA,,,
2010,120108,Fine and Applied Arts,526,MFA,252,Art and Design,260,Sculpture,3,1,2,0,2,0,0,0,0,0,1,0,0,0,0,,,1,2,10KS0260MFA,,,
2009,120098,Fine and Applied Arts,526,NDEG,252,Art and Design,,,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KS0252NDEG,,,
2009,120098,Fine and Applied Arts,526,MFA,252,Art and Design,254,Graphic Design,3,1,2,0,1,1,0,0,0,,,1,0,,,,,1,2,10KS0254MFA,,,
2009,120098,Fine and Applied Arts,526,MFA,252,Art and Design,260,Sculpture,3,1,2,0,2,1,0,0,0,,,0,0,,,,,1,2,10KS0260MFA,,,
2009,120098,Fine and Applied Arts,526,MFA,252,Art and Design,,,6,3,3,0,5,1,0,0,0,,,0,0,,,,,2,4,10KS0252MFA,,,
2009,120098,Fine and Applied Arts,526,MFA,252,Art and Design,257,Painting,7,3,4,0,5,0,0,0,1,,,1,0,,,,,2,5,10KS0257MFA,,,
2009,120098,Fine and Applied Arts,526,MFA,252,Art and Design,258,Photography,6,2,4,0,5,0,0,0,0,,,1,0,,,,,0,6,10KS0258MFA,,,
2009,120098,Fine and Applied Arts,526,MFA,252,Art and Design,256,Metals,8,2,6,0,2,1,0,1,1,,,3,0,,,,,1,7,10KS0256MFA,,,
2009,120098,Fine and Applied Arts,526,MFA,252,Art and Design,255,Industrial Design,11,6,5,0,1,0,0,0,0,,,9,1,,,,,0,11,10KS0255MFA,,,
2008,120088,Fine and Applied Arts,526,NDEG,252,Art and Design,,,2,0,2,0,2,0,0,0,0,,,0,0,,,,,2,0,10KS0252NDEG,,,
2008,120088,Fine and Applied Arts,526,MFA,252,Art and Design,260,Sculpture,3,3,0,0,3,0,0,0,0,,,0,0,,,,,2,1,10KS0260MFA,,,
2008,120088,Fine and Applied Arts,526,MFA,252,Art and Design,254,Graphic Design,4,2,2,0,2,1,0,0,0,,,1,0,,,,,2,2,10KS0254MFA,,,
2008,120088,Fine and Applied Arts,526,MFA,252,Art and Design,257,Painting,6,3,3,0,3,0,0,1,1,,,1,0,,,,,2,4,10KS0257MFA,,,
2008,120088,Fine and Applied Arts,526,MFA,252,Art and Design,258,Photography,5,2,3,0,4,0,0,0,0,,,1,0,,,,,0,5,10KS0258MFA,,,
2008,120088,Fine and Applied Arts,526,MFA,252,Art and Design,,,8,4,4,0,6,1,0,0,0,,,1,0,,,,,2,6,10KS0252MFA,,,
2008,120088,Fine and Applied Arts,526,MFA,252,Art and Design,256,Metals,6,0,6,0,1,1,0,1,0,,,3,0,,,,,0,6,10KS0256MFA,,,
2008,120088,Fine and Applied Arts,526,MFA,252,Art and Design,255,Industrial Design,8,3,5,0,1,0,0,0,0,,,7,0,,,,,1,7,10KS0255MFA,,,
1980,,LAS,,,308,Classics,,,8,7,1,,7,,,,,,,1,,,,,,2,6,,3222,3222,CLASSICS
1981,,LAS,,,308,Classics,,,5,5,,1,4,,,,,,,,,,,,,0,5,,3222,3222,CLASSICS
1982,,LAS,,,308,Classics,,,5,4,1,,3,,,,,,,2,,,,,,1,4,,3222,3222,CLASSICS
1983,,LAS,,,308,Classics,,,6,5,1,,4,,,,,,,2,,,,,,2,4,,3222,3222,CLASSICS
1984,,LAS,,,308,Classics,,,3,2,1,,3,,,,,,,,,,,,,2,1,,3222,3222,CLASSICS
1985,,LAS,,,308,Classics,,,9,7,2,1,6,,1,,,,,1,,,,,,3,6,,3222,3222,CLASSICS
1986,,LAS,,,308,Classics,,,9,7,2,,7,,,,,,,2,,,,,,3,6,,3222,3222,CLASSICS
1987,,LAS,,,308,Classics,,,6,3,3,,4,,,,,,,2,,,,,,2,4,,3222,3222,CLASSICS
1988,,LAS,,,308,Classics,,,5,2,3,,3,,,,,,,2,,,,,,0,5,,3222,3222,CLASSICS
1989,,LAS,,,308,Classics,,,7,4,3,1,3,,,,,,,3,,,,,,3,4,,3222,3222,CLASSICS
1990,,LAS,,,308,Classics,,,15,7,8,1,11,,,,,,,3,,,,,,6,9,,3222,3222,CLASSICS
1991,,LAS,,,308,Classics,,,16,9,7,,13,,,,,,,3,,,,,,8,8,,3222,3222,CLASSICS
1992,,LAS,,,308,Classics,,,13,8,5,,12,,,,,,,1,,,,,,6,7,,3222,3222,CLASSICS
1993,,LAS,,,308,Classics,,,7,6,1,,7,,,,,,,,,,,,,1,6,,3222,3222,CLASSICS
1994,,LAS,,,308,Classics,,,11,8,3,1,9,,,,,,,1,,,,,,3,8,,3222,3222,CLASSICS
1995,,LAS,,,308,Classics,,,9,6,3,1,6,,,,,,,2,,,,,,3,6,,3222,3222,CLASSICS
1996,,LAS,,,308,Classics,,,10,6,4,1,7,,1,,,,,1,,,,,,3,7,,3222,3222,CLASSICS
1997,,LAS,,,308,Classics,,,8,5,3,1,6,,1,,,,,,,,,,,1,7,,3222,3222,CLASSICS
1998,,LAS,,,308,Classics,,,7,4,3,1,6,,,,,,,,,,,,,0,7,,3222,3222,CLASSICS
1999,,LAS,,,308,Classics,,,8,7,1,2,5,,,,,,,1,,,,,,2,6,,3222,3222,CLASSICS
2000,,LAS,,,308,Classics,,,7,4,3,1,3,,,1,,,,2,,,,,,3,4,,3222,3222,CLASSICS
2001,,LAS,,,308,Classics,,,5,3,2,1,1,,,1,,,,2,,,,,,1,4,,3222,3222,CLASSICS
2002,,LAS,,,308,Classics,,,4,1,3,,3,,,,,,,1,,,,,,0,4,,3222,3222,CLASSICS
2003,,LAS,,,308,Classics,,,3,1,2,,2,,,,,,,1,,,,,,1,2,,3222,3222,CLASSICS
1980,,LAS,,,308,Classics,309,Greek,1,1,,,1,,,,,,,,,,,,,0,1,,3222,3222,CLASSICS-GREEK
1981,,LAS,,,308,Classics,309,Greek,1,,1,,,,,,,,,1,,,,,,0,1,,3222,3222,CLASSICS-GREEK
1983,,LAS,,,308,Classics,309,Greek,1,1,,,1,,,,,,,,,,,,,1,,,3222,3222,CLASSICS-GREEK
1984,,LAS,,,308,Classics,309,Greek,1,1,,,1,,,,,,,,,,,,,1,,,3222,3222,CLASSICS-GREEK
1993,,LAS,,,308,Classics,309,Greek,1,1,,,1,,,,,,,,,,,,,1,,,3222,3222,CLASSICS-GREEK
1981,,LAS,,,308,Classics,310,Latin,2,,2,,2,,,,,,,,,,,,,2,,,3222,3222,CLASSICS-LATIN
1982,,LAS,,,308,Classics,310,Latin,1,,1,,1,,,,,,,,,,,,,1,,,3222,3222,CLASSICS-LATIN
1983,,LAS,,,308,Classics,310,Latin,1,1,,,1,,,,,,,,,,,,,0,1,,3222,3222,CLASSICS-LATIN
1984,,LAS,,,308,Classics,310,Latin,1,1,,,1,,,,,,,,,,,,,1,,,3222,3222,CLASSICS-LATIN
1985,,LAS,,,308,Classics,310,Latin,1,1,,,1,,,,,,,,,,,,,1,,,3222,3222,CLASSICS-LATIN
1986,,LAS,,,308,Classics,310,Latin,1,1,,,1,,,,,,,,,,,,,1,,,3222,3222,CLASSICS-LATIN
1991,,LAS,,,308,Classics,310,Latin,1,1,,,,,,1,,,,,,,,,,0,1,,3222,3222,CLASSICS-LATIN
1992,,LAS,,,308,Classics,310,Latin,3,3,,,2,,,1,,,,,,,,,,0,3,,3222,3222,CLASSICS-LATIN
1993,,LAS,,,308,Classics,310,Latin,1,,1,,1,,,,,,,,,,,,,1,,,3222,3222,CLASSICS-LATIN
1995,,LAS,,,308,Classics,310,Latin,1,,1,,1,,,,,,,,,,,,,0,1,,3222,3222,CLASSICS-LATIN
1997,,LAS,,,308,Classics,310,Latin,2,2,,1,1,,,,,,,,,,,,,1,1,,3222,3222,CLASSICS-LATIN
1999,,LAS,,,308,Classics,310,Latin,1,,1,,1,,,,,,,,,,,,,1,,,3222,3222,CLASSICS-LATIN
2007,120078,Fine and Applied Arts,526,NDEG,252,Art and Design,,,2,1,1,0,1,0,1,0,0,,,0,0,,,,,2,0,10KS0252NDEG,,,
2007,120078,Fine and Applied Arts,526,MFA,252,Art and Design,254,Graphic Design,1,0,1,0,0,1,0,0,0,,,0,0,,,,,1,0,10KS0254MFA,,,
2007,120078,Fine and Applied Arts,526,MFA,252,Art and Design,260,Sculpture,6,4,2,0,6,0,0,0,0,,,0,0,,,,,3,3,10KS0260MFA,,,
2007,120078,Fine and Applied Arts,526,MFA,252,Art and Design,258,Photography,5,3,2,0,5,0,0,0,0,,,0,0,,,,,1,4,10KS0258MFA,,,
2007,120078,Fine and Applied Arts,526,MFA,252,Art and Design,255,Industrial Design,6,2,4,0,1,0,0,0,0,,,5,0,,,,,1,5,10KS0255MFA,,,
2007,120078,Fine and Applied Arts,526,MFA,252,Art and Design,,,8,5,3,0,6,1,0,1,0,,,0,0,,,,,2,6,10KS0252MFA,,,
2007,120078,Fine and Applied Arts,526,MFA,252,Art and Design,256,Metals,6,1,5,0,1,1,0,0,0,,,4,0,,,,,0,6,10KS0256MFA,,,
2007,120078,Fine and Applied Arts,526,MFA,252,Art and Design,257,Painting,9,5,4,0,2,1,1,1,1,,,3,0,,,,,2,7,10KS0257MFA,,,
1980,,Applied Life Sciences,,,349,Community Health,,,41,18,23,2,30,1,3,,,,,5,,,,,,27,14,,3605,3605,COMM HLTH
1980,,Applied Life Sciences,,,349,Community Health,,,5,,5,,3,,,1,,,,1,,,,,,4,1,,3605,3605,COMM HLTH
1981,,Applied Life Sciences,,,349,Community Health,,,39,15,24,2,30,,2,,,,,5,,,,,,25,14,,3605,3605,COMM HLTH
1982,,Applied Life Sciences,,,349,Community Health,,,37,10,27,3,28,,1,,,,,5,,,,,,29,8,,3605,3605,COMM HLTH
1982,,Applied Life Sciences,,,349,Community Health,,,3,,3,,3,,,,,,,,,,,,,3,,,3605,3605,COMM HLTH
1983,,Applied Life Sciences,,,349,Community Health,,,30,11,19,,26,,2,,,,,2,,,,,,19,11,,3605,3605,COMM HLTH
1983,,Applied Life Sciences,,,349,Community Health,,,32,11,21,1,29,1,,,1,,,,,,,,,29,3,,3605,3605,COMM HLTH
1984,,Applied Life Sciences,,,349,Community Health,,,31,9,22,1,23,,3,1,,,,3,,,,,,22,9,,3605,3605,COMM HLTH
1984,,Applied Life Sciences,,,349,Community Health,,,63,23,40,2,55,4,1,,1,,,,,,,,,62,1,,3605,3605,COMM HLTH
1985,,Applied Life Sciences,,,349,Community Health,,,24,10,14,1,20,,2,1,,,,,,,,,,15,9,,3605,3605,COMM HLTH
1985,,Applied Life Sciences,,,349,Community Health,,,76,25,51,,70,3,3,,,,,,,,,,,74,2,,3605,3605,COMM HLTH
1986,,Applied Life Sciences,,,349,Community Health,,,25,8,17,1,20,,1,1,,,,2,,,,,,14,11,,3605,3605,COMM HLTH
1986,,Applied Life Sciences,,,349,Community Health,,,107,30,77,1,90,5,9,1,,,,1,,,,,,105,2,,3605,3605,COMM HLTH
1987,,Applied Life Sciences,,,349,Community Health,,,26,6,20,1,22,1,,,,,,2,,,,,,18,8,,3605,3605,COMM HLTH
1987,,Applied Life Sciences,,,349,Community Health,,,128,44,84,3,106,8,8,3,,,,,,,,,,126,2,,3605,3605,COMM HLTH
1988,,Applied Life Sciences,,,349,Community Health,,,23,4,19,1,19,2,,,,,,1,,,,,,19,4,,3605,3605,COMM HLTH
1988,,Applied Life Sciences,,,349,Community Health,,,83,30,53,,57,13,8,4,1,,,,,,,,,83,,,3605,3605,COMM HLTH
1989,,Applied Life Sciences,,,349,Community Health,,,23,5,18,1,16,2,1,1,1,,,1,,,,,,19,4,,3605,3605,COMM HLTH
1989,,Applied Life Sciences,,,349,Community Health,,,65,21,44,,45,14,4,2,,,,,,,,,,64,1,,3605,3605,COMM HLTH
1990,,Applied Life Sciences,,,349,Community Health,,,28,9,19,2,21,1,,,1,,,3,,,,,,20,8,,3605,3605,COMM HLTH
1990,,Applied Life Sciences,,,349,Community Health,,,84,28,56,,64,13,7,,,,,,,,,,,80,4,,3605,3605,COMM HLTH
1991,,Applied Life Sciences,,,349,Community Health,,,29,8,21,1,22,1,,1,1,,,3,,,,,,20,9,,3605,3605,COMM HLTH
1991,,Applied Life Sciences,,,349,Community Health,,,91,32,59,6,62,13,10,,,,,,,,,,,84,7,,3605,3605,COMM HLTH
1992,,Applied Life Sciences,,,349,Community Health,,,18,6,12,2,12,,1,2,,,,1,,,,,,11,7,,3605,3605,COMM HLTH
1992,,Applied Life Sciences,,,349,Community Health,,,110,26,84,,77,18,13,2,,,,,,,,,,106,4,,3605,3605,COMM HLTH
1993,,Applied Life Sciences,,,349,Community Health,,,22,8,14,1,18,,1,,,,,2,,,,,,16,6,,3605,3605,COMM HLTH
1993,,Applied Life Sciences,,,349,Community Health,,,101,25,76,,77,6,9,7,,,,2,,,,,,95,6,,3605,3605,COMM HLTH
1994,,Applied Life Sciences,,,349,Community Health,,,24,9,15,,21,1,1,,,,,1,,,,,,14,10,,3605,3605,COMM HLTH
1994,,Applied Life Sciences,,,349,Community Health,,,78,20,58,2,50,16,5,4,,,,1,,,,,,75,3,,3605,3605,COMM HLTH
1995,,Applied Life Sciences,,,349,Community Health,,,24,10,14,,19,2,1,,,,,2,,,,,,15,9,,3605,3605,COMM HLTH
1995,,Applied Life Sciences,,,349,Community Health,,,107,25,82,,70,13,16,8,,,,,,,,,,104,3,,3605,3605,COMM HLTH
1996,,Applied Life Sciences,,,349,Community Health,,,26,8,18,1,15,2,3,1,,,,4,,,,,,16,10,,3605,3605,COMM HLTH
1996,,Applied Life Sciences,,,349,Community Health,,,106,24,82,1,72,18,12,3,,,,,,,,,,105,1,,3605,3605,COMM HLTH
1997,,Applied Life Sciences,,,349,Community Health,,,26,10,16,1,15,3,2,1,,,,4,,,,,,14,12,,3605,3605,COMM HLTH
1997,,Applied Life Sciences,,,349,Community Health,,,66,12,54,2,41,14,7,1,,,,1,,,,,,63,3,,3605,3605,COMM HLTH
1998,,Applied Life Sciences,,,349,Community Health,,,54,13,41,,37,10,7,,,,,,,,,,,54,,,3605,3605,COMM HLTH
1998,,Applied Life Sciences,,,349,Community Health,,,24,7,17,,19,1,2,,,,,2,,,,,,16,8,,3605,3605,COMM HLTH
1999,,Applied Life Sciences,,,349,Community Health,,,19,6,13,,16,,2,,,,,1,,,,,,12,7,,3605,3605,COMM HLTH
1999,,Applied Life Sciences,,,349,Community Health,,,54,13,41,3,44,3,2,1,,,,1,,,,,,50,4,,3605,3605,COMM HLTH
2000,,Applied Life Sciences,,,349,Community Health,,,17,7,10,,11,,2,1,,,,3,,,,,,7,10,,3605,3605,COMM HLTH
2000,,Applied Life Sciences,,,349,Community Health,,,73,11,62,3,62,6,1,1,,,,,,,,,,71,2,,3605,3605,COMM HLTH
2001,,Applied Life Sciences,,,349,Community Health,,,21,6,15,,17,,1,,,,,3,,,,,,11,10,,3605,3605,COMM HLTH
2001,,Applied Life Sciences,,,349,Community Health,,,72,20,52,1,58,10,,3,,,,,,,,,,71,1,,3605,3605,COMM HLTH
2002,,Applied Life Sciences,,,349,Community Health,,,20,6,14,,12,2,4,1,,,,1,,,,,,16,4,,3605,3605,COMM HLTH
2002,,Applied Life Sciences,,,349,Community Health,,,65,20,45,,50,12,1,2,,,,,,,,,,63,2,,3605,3605,COMM HLTH
2003,,Applied Life Sciences,,,349,Community Health,,,29,10,19,,18,2,6,2,,,,1,,,,,,19,10,,3605,3605,COMM HLTH
2003,,Applied Life Sciences,,,349,Community Health,,,72,16,56,,51,10,8,2,1,,,,,,,,,70,2,,3605,3605,COMM HLTH
1980,,Media,,,5164,Communication,,,27,12,15,,7,,,20,,,,17,,,,,,0,10,,2820,2820,COMMUN
1981,,Media,,,5164,Communication,,,38,15,23,,28,2,,,1,,,7,,,,,,15,23,,2820,2820,COMMUN
1982,,Media,,,5164,Communication,,,41,18,23,,11,,1,29,,,,23,,,,,,0,18,,2820,2820,COMMUN
1983,,Media,,,5164,Communication,,,36,14,22,,26,,,1,,,,9,,,,,,14,22,,2820,2820,COMMUN
1984,,Media,,,5164,Communication,,,37,18,19,1,11,1,1,23,,,,23,,,,,,0,14,,2820,2820,COMMUN
